salmon.id,Tag,FieldLength_mm,LabLength_mm,fish_mass,FultonCondition,PBTHatcheryAssignment,Year,otolith.width.mic,oe_ow,oe.julian.day,cap.julian.day,oceanres.d,ocean.growth,Basin,Station.Code,Sample.Date,Otolith_Category
41143,YES,161,157,42,1.006402397,Clearwater,2018,2695.93,2695.93,145,146,1,NA,Snake,052618MC22,5/26/2018,1
35280,NO,120,114,14.6,0.844907429,Wild,2015,1949.99,1949.99,145,146,1,NA,Wild,052615MC14,5/26/2015,1
37145,YES,181,175,59.236,0.998964374,Pahsimeroi,2016,2801.63,2801.63,146,147,1,NA,Snake,052616MC20,5/26/2016,1
44591,YES,160,155,36.1,0.881347619,Clearwater,2021,2558.6,NA,142,143,1,NA,Snake,052321MC8,5/23/2021,1
44433,NO,135,133,21.8,0.886043763,Wild,2021,2256.7,NA,141,142,1,NA,Wild,052221MC2,5/22/2021,1
42503,YES,170,169,61.8,1.257887222,Carson,2019,2387.91,2387.91,137,139,2,NA,Mid,051919MC2,5/19/2019,1
42550,YES,133,132,23,0.977626383,Winthrop,2019,2475.72,2475.72,138,140,2,NA,Upper,052019MC7,5/20/2019,1
36727,YES,149,143,33.8,1.021781147,Sawtooth,2016,2454,2435,143,145,2,9.5,Snake,052416MC5,5/24/2016,1
40663,YES,151,145,33.7,0.978811513,Rapid River,2018,2296.86,2296.86,142,144,2,NA,Snake,052418MC6,5/24/2018,1
35333,YES,149,145,27.5,0.831330834,McCall,2015,2392.9,2392.9,144,146,2,NA,Snake,052615MC17,5/26/2015,1
36866,NO,112,106,11.5,0.818547285,Wild,2016,1953.24,1953.24,144,146,2,NA,Wild,052516MC12,5/25/2016,1
37358,YES,171,162,41.881,0.837584588,Clearwater,2016,2585.22,2585.22,146,148,2,NA,Snake,052716MC28,5/27/2016,1
37715,NO,140,132,27.4,0.99854226,Wild,2016,2228.82,2228.82,148,150,2,NA,Wild,052916MC38,5/29/2016,1
37792,NO,133,131,24.8,1.054136241,Wild,2016,2215.21,2215.21,148,150,2,NA,Wild,052916MC39,5/29/2016,1
38158,YES,166,162,42.7,0.933476993,Pahsimeroi,2016,2717.85,2717.85,149,151,2,NA,Snake,053016MC44,5/30/2016,1
44856,YES,150,148,40.3,1.194074051,Carson,2021,2435.3,NA,142,144,2,NA,Mid,052421MC12,5/24/2021,1
44785,NO,162,155,46.2,1.086668152,Wild,2021,2365.7,NA,142,144,2,NA,Wild,052421MC11,5/24/2021,1
42528,YES,151,NA,31.9,0.926530747,Carson,2019,2491.51,2491.51,136,139,3,NA,Mid,051919MC5,5/19/2019,2
42519,YES,145,140,31,1.016851859,Dworshak,2019,2193.11,2193.11,136,139,3,NA,Snake,051919MC5,5/19/2019,2
42512,YES,151,NA,41.3,1.199552339,Rapid River,2019,2436.39,2436.39,136,139,3,NA,Snake,051919MC4,5/19/2019,2
42515,YES,131,129,22.4,0.996400929,Sawtooth,2019,2321.28,2321.28,136,139,3,NA,Snake,051919MC5,5/19/2019,2
42525,NO,145,142,29,0.951248514,Wild,2019,2295.78,2295.78,136,139,3,NA,Wild,051919MC5,5/19/2019,2
42609,YES,151,150,31.3,0.909103825,Clearwater,2019,2575.94,2575.94,137,140,3,NA,Snake,052019MC8,5/20/2019,2
42603,YES,131,128,27.3,1.214363619,Rapid River,2019,2442.99,2442.99,137,140,3,NA,Snake,052019MC8,5/20/2019,2
36794,YES,132,127,21.4,0.930447711,Dworshak,2016,2127.27,2109.225297,142,145,3,6.014901,Snake,052416MC8,5/24/2016,2
42695,YES,141,139,24,0.85615797,Clearwater,2019,2435.42,2435.42,140,143,3,NA,Snake,052319MC12,5/23/2019,2
35077,YES,145,141,26.6,0.872524511,McCall,2015,2376.47,2376.47,141,144,3,NA,Snake,052415MC5,5/24/2015,2
40499,YES,150,145,32.3,0.957037014,McCall,2018,2553.69,2553.69,141,144,3,NA,Snake,052418MC3,5/24/2018,2
40504,YES,132,125,22.4,0.973926577,Pahsimeroi,2018,2328.13,2328.13,141,144,3,NA,Snake,052418MC3,5/24/2018,2
40696,YES,137,135,26.2,1.018918863,Rapid River,2018,2424.4,2424.4,141,144,3,NA,Snake,052418MC7,5/24/2018,2
40475,YES,167,162,49.2,1.056369117,Sawtooth,2018,2707.9,2707.9,141,144,3,NA,Snake,052418MC2,5/24/2018,2
40620,YES,153,150,37.9,1.058193123,Sawtooth,2018,2295.74,2295.74,141,144,3,NA,Snake,052418MC5,5/24/2018,2
SBS61,YES,146,141,28.2,0.906130091,Sawtooth,2018,2301.71,2301.71,141,144,3,NA,Snake,052418SBSMC3,5/24/2018,2
36769,YES,163,156,38.3,0.884373971,Clearwater,2016,2701.2,2701.2,142,145,3,NA,Snake,052416MC7,5/24/2016,2
36783,YES,153,148,21.5,0.600294228,Clearwater,2016,2487.18,2487.18,142,145,3,NA,Snake,052416MC8,5/24/2016,2
36665,YES,117,101,14.6,0.911581036,Leavenworth,2016,2181.19,2181.19,142,145,3,NA,Upper,052416MC2,5/24/2016,2
35132,YES,148,143,24.4,0.752670116,McCall,2015,2393.25,2393.25,142,145,3,NA,Snake,052515MC10,5/25/2015,2
35267,YES,137,136,21.2,0.824468704,McCall,2015,2318.73,2318.73,142,145,3,NA,Snake,052515MC12,5/25/2015,2
35130,YES,151,150,28.4,0.824873767,Methow,2015,2381.76,2381.76,142,145,3,NA,Upper ,052515MC10,5/25/2015,2
36666,YES,152,148,36.3,1.033655577,Pahsimeroi,2016,2560.54,2560.54,142,145,3,NA,Snake,052416MC2,5/24/2016,2
36689,YES,170,162,51,1.038062284,Pahsimeroi,2016,2661.48,2661.48,142,145,3,NA,Snake,052416MC3,5/24/2016,2
40952,YES,161,155,47,1.126212206,Pahsimeroi,2018,2564.1,2564.1,142,145,3,NA,Snake,052518MC15,5/25/2018,2
36646,YES,158,151,37.5,0.950736149,Rapid River,2016,2619.53,2619.53,142,145,3,NA,Snake,052416MC2,5/24/2016,2
36688,YES,145,140,27.2,0.892205528,Sawtooth,2016,2245,2245,142,145,3,NA,Snake,052416MC3,5/24/2016,2
35173,NO,135,135,23.1,0.938881284,Wild,2015,2059.83,2059.83,142,145,3,NA,Wild,052515MC11,5/25/2015,2
40942,NO,122,NA,18.4,1.013300652,Wild,2018,1924.64,1924.64,142,145,3,NA,Wild,052518MC15,5/25/2018,2
36810,YES,153,148,33.9,0.946510476,Clearwater,2016,2500,2500,143,146,3,NA,Snake,052516MC9,5/25/2016,2
36882,YES,143,139,26,0.889129942,Dworshak,2016,2306.41,2306.41,143,146,3,NA,Snake,052516MC12,5/25/2016,2
35373,YES,160,144,29.1,0.710449228,McCall,2015,2378.47,2378.47,143,146,3,NA,Snake,052615MC18,5/26/2015,2
35459,YES,152,149,28.9,0.822937917,McCall,2015,2585.13,2585.13,143,146,3,NA,Snake,052615MC20,5/26/2015,2
36860,YES,162,152,37.28,0.876861274,McCall,2016,2593.25,2593.25,143,146,3,NA,Snake,052516MC11,5/25/2016,2
36876,YES,148,145,27,0.832872683,McCall,2016,2411.45,2411.45,143,146,3,NA,Snake,052516MC12,5/25/2016,2
36812,YES,152,147,34.2,0.973857362,Rapid River,2016,2491.51,2491.51,143,146,3,NA,Snake,052516MC9,5/25/2016,2
36813,YES,146,140,29.5,0.94790202,Rapid River,2016,2330,2330,143,146,3,NA,Snake,052516MC9,5/25/2016,2
36818,YES,144,140,29.4,0.984600039,Rapid River,2016,2460.97,2460.97,143,146,3,NA,Snake,052516MC9,5/25/2016,2
36886,YES,173,167,55.6,1.073832318,Rapid River,2016,2599.54,2599.54,143,146,3,NA,Snake,052516MC12,5/25/2016,2
36905,YES,137,134,25,0.972250796,Rapid River,2016,2387.75,2387.75,143,146,3,NA,Snake,052516MC12,5/25/2016,2
36870,YES,143,138,26.185,0.895456425,Sawtooth,2016,2212.26,2212.26,143,146,3,NA,Snake,052516MC12,5/25/2016,2
35327,NO,120,118,14.7,0.850694433,Wild,2015,2009.04,2009.04,143,146,3,NA,Wild,052615MC17,5/26/2015,2
36848,NO,151,143,34.604,1.005068039,Wild,2016,2340.6,2340.6,143,146,3,NA,Wild,052516MC10,5/25/2016,2
37308,YES,158,155,37.6,0.953271406,Clearwater,2016,2475.27,2475.27,145,148,3,NA,Snake,052716MC27,5/27/2016,2
41502,YES,188,180,70,1.053475627,Dworshak,2018,2667.47,2667.47,145,148,3,NA,Snake,052818MC38,5/28/2018,2
37304,YES,158,153,37.362,0.947237427,McCall,2016,2470.26,2470.26,145,148,3,NA,Snake,052716MC27,5/27/2016,2
37306,YES,158,142,32.388,0.821131809,McCall,2016,2555.62,2555.62,145,148,3,NA,Snake,052716MC27,5/27/2016,2
37354,YES,166,161,45.856,1.002471178,Rapid River,2016,2528.86,2528.86,145,148,3,NA,Snake,052716MC28,5/27/2016,2
37307,YES,145,139,30.371,0.996219554,Sawtooth,2016,2485.85,2485.85,145,148,3,NA,Snake,052716MC27,5/27/2016,2
37471,YES,133,130,20.743,0.881691482,Dworshak,2016,2319.42,2319.42,146,149,3,NA,Snake,052816MC34,5/28/2016,2
37415,YES,168,165,44.1,0.930059492,Rapid River,2016,2692.45,2692.45,146,149,3,NA,Snake,052816MC30,5/28/2016,2
37417,YES,172,172,51.2,1.006200727,Rapid River,2016,2586.21,2586.21,146,149,3,NA,Snake,052816MC30,5/28/2016,2
37439,YES,155,149,37.271,1.000866031,Rapid River,2016,2473.21,2473.21,146,149,3,NA,Snake,052816MC32,5/28/2016,2
37456,YES,152,145,32.3,0.919754133,Rapid River,2016,2481.53,2481.53,146,149,3,NA,Snake,052816MC33,5/28/2016,2
37936,YES,157,150,37.2,0.961266907,Methow,2016,2303.29,2303.29,147,150,3,NA,Upper,052916MC41,5/29/2016,2
38338,YES,167,162,47.2,1.013427284,Rapid River,2016,2555.92,2555.92,148,151,3,NA,Snake,053016MC47,5/30/2016,2
44798,YES,150,147,33.3,0.986666644,Clearwater,2021,2555.7,NA,141,144,3,NA,Snake,052421MC11,5/24/2021,2
45018,YES,148.8443,145,33.8,1.024991034,Clearwater,2021,2565,NA,141,144,3,NA,Snake,052421MC15,5/24/2021,2
44389,YES,138.5851,135,26,0.976840662,Dworshak,2021,2130.3,NA,139,142,3,NA,Snake,052221MC1,5/22/2021,2
44409,YES,142,140,22.3,0.778824877,Dworshak,2021,2446,NA,139,142,3,NA,Snake,052221MC2,5/22/2021,2
44435,YES,158.07758,154,37.2,0.941742375,Dworshak,2021,2614.6,NA,139,142,3,NA,Snake,052221MC2,5/22/2021,2
44790,YES,147,142,32.2,1.013687002,Dworshak,2021,NA,NA,141,144,3,NA,Snake,052421MC11,5/24/2021,2
44787,YES,165,160,44.1,0.981717973,Pahsimeroi,2021,2352.4,NA,141,144,3,NA,Snake,052421MC11,5/24/2021,2
44436,YES,147.81838,144,27.8,0.860715193,Rapid River,2021,2379.7,NA,139,142,3,NA,Snake,052221MC2,5/22/2021,2
44437,YES,134.48142,131,21.7,0.892221924,Rapid River,2021,2339.4,NA,139,142,3,NA,Snake,052221MC2,5/22/2021,2
44492,YES,152,148,32,0.911211547,Rapid River,2021,2299.2,NA,140,143,3,NA,Snake,052321MC3,5/23/2021,2
44972,YES,165,157,43.5,0.968361299,Rapid River,2021,2413.6,NA,141,144,3,NA,Snake,052421MC15,5/24/2021,2
45016,YES,153.9739,150,38.1,1.043719092,Rapid River,2021,2249.3,NA,141,144,3,NA,Snake,052421MC15,5/24/2021,2
44796,NO,149,143,37.9,1.145725086,Wild,2021,2179.3,NA,141,144,3,NA,Wild,052421MC11,5/24/2021,2
44799,NO,125,122,20.5,1.0496,Wild,2021,1995.9,NA,141,144,3,NA,Wild,052421MC11,5/24/2021,2
42516,YES,158,156,35.6,0.902565478,Clearwater,2019,2487.82,2487.82,135,139,4,NA,Snake,051919MC5,5/19/2019,2
42506,YES,167,163,46.7,1.002691825,Little White Salmon,2019,2304.8,2304.8,135,139,4,NA,Mid,051919MC3,5/19/2019,2
42531,YES,151,147,33.9,0.984620505,Clearwater,2019,2592.24,2592.24,136,140,4,NA,Snake,052019MC7,5/20/2019,2
42547,YES,156,156,39.2,1.032552828,Clearwater,2019,2599.58,2599.58,136,140,4,NA,Snake,052019MC7,5/20/2019,2
42548,YES,153,152,35.7,0.996767646,Clearwater,2019,2618.24,2618.24,136,140,4,NA,Snake,052019MC7,5/20/2019,2
42555,YES,156,155,33.3,0.877143054,Clearwater,2019,2572.82,2572.82,136,140,4,NA,Snake,052019MC7,5/20/2019,2
42553,YES,138,136,25.4,0.966487966,Dworshak,2019,2232.71,2232.71,136,140,4,NA,Snake,052019MC7,5/20/2019,2
42580,YES,138,138,25.5,0.970293051,Winthrop,2019,2283.53,2283.53,136,140,4,NA,Upper,052019MC7,5/20/2019,2
36880,YES,145,137,28.6,0.938127857,Pahsimeroi,2016,2361,2323.395857,142,146,4,9.401,Snake,052516MC12,5/25/2016,2
42639,YES,152,150,32.9,0.936839415,Dworshak,2019,2545.24,2545.24,139,143,4,NA,Snake,052319MC10,5/23/2019,2
34968,YES,170,166,46.7,0.950539401,McCall,2015,2813.54,2813.54,140,144,4,NA,Snake,052415MC1,5/24/2015,2
40470,YES,149,148,33.1,1.000619976,McCall,2018,2435.83,2435.83,140,144,4,NA,Snake,052418MC2,5/24/2018,2
40471,YES,146,141,30.4,0.976821052,McCall,2018,2352.23,2352.23,140,144,4,NA,Snake,052418MC2,5/24/2018,2
40548,YES,146,144,26.8,0.861144861,McCall,2018,2356.84,2356.84,140,144,4,NA,Snake,052418MC4,5/24/2018,2
SBS140,YES,149,149,34.9,1.05503445,Pahsimeroi,2018,2476.02,2476.02,140,144,4,NA,Snake,052418SBSMC6,5/24/2018,2
SBS24,YES,157,153,41.3,1.06721295,Pahsimeroi,2018,2619.59,2619.59,140,144,4,NA,Snake,052418SBSMC3,5/24/2018,2
SBS51,YES,152,151,37.7,1.073521125,Pahsimeroi,2018,2875.2,2875.2,140,144,4,NA,Snake,052418SBSMC3,5/24/2018,2
40547,YES,138,137,25.8,0.981708235,Rapid River,2018,2341.96,2341.96,140,144,4,NA,Snake,052418MC4,5/24/2018,2
40613,YES,137,135,24.3,0.945027744,Rapid River,2018,2223.89,2223.89,140,144,4,NA,Snake,052418MC5,5/24/2018,2
40617,YES,135,132,24.1,0.979525494,Rapid River,2018,2179.29,2179.29,140,144,4,NA,Snake,052418MC5,5/24/2018,2
40488,YES,158,151,40,1.014118559,Sawtooth,2018,2556.09,2556.09,140,144,4,NA,Snake,052418MC3,5/24/2018,2
SBS17,YES,152,150,36.4,1.036503178,Sawtooth,2018,2391.28,2391.28,140,144,4,NA,Snake,052418SBSMC3,5/24/2018,2
SBS77,YES,138,135,28.6,1.08825026,Sawtooth,2018,2292.86,2292.86,140,144,4,NA,Snake,052418SBSMC3,5/24/2018,2
35011,NO,120,122,16.8,0.972222178,Wild,2015,1887.97,1887.97,140,144,4,NA,Wild,052415MC4,5/24/2015,2
SBS9,NO,142,137,34.2,1.194431044,Wild,2018,2173.92,2173.92,140,144,4,NA,Wild,052418SBSMC3,5/24/2018,2
37437,YES,158,152,40.89,1.036682681,McCall,2016,2452,2432.312114,145,149,4,4.922,Snake,052816MC32,5/28/2016,2
36711,YES,148,142,28.2,0.86988927,Clearwater,2016,2548.4,2548.4,141,145,4,NA,Snake,052416MC4,5/24/2016,2
36662,YES,144,139,24.6,0.823849035,McCall,2016,2176.65,2176.65,141,145,4,NA,Snake,052416MC2,5/24/2016,2
36777,YES,129,124,17.6,0.819867264,McCall,2016,2150,2150,141,145,4,NA,Snake,052416MC8,5/24/2016,2
36793,YES,145,139,24.8,0.813481463,McCall,2016,2256.64,2256.64,141,145,4,NA,Snake,052416MC8,5/24/2016,2
36763,YES,164,158,45.9,1.040593613,Pahsimeroi,2016,2621.13,2621.13,141,145,4,NA,Snake,052416MC7,5/24/2016,2
36779,YES,156,147,39.4,1.037820974,Pahsimeroi,2016,2567.53,2567.53,141,145,4,NA,Snake,052416MC8,5/24/2016,2
36655,YES,148,141,28.9,0.89148223,Rapid River,2016,2477.43,2477.43,141,145,4,NA,Snake,052416MC2,5/24/2016,2
36686,YES,148,142,27.3,0.8421268,Rapid River,2016,2567.77,2567.77,141,145,4,NA,Snake,052416MC3,5/24/2016,2
36749,YES,171,167,45.8,0.915961331,Rapid River,2016,2704.8,2704.8,141,145,4,NA,Snake,052416MC6,5/24/2016,2
36760,YES,144,138,27.3,0.914271451,Rapid River,2016,2481.26,2481.26,141,145,4,NA,Snake,052416MC7,5/24/2016,2
36762,YES,170,159,42.7,0.869122751,Rapid River,2016,2522,2522,141,145,4,NA,Snake,052416MC7,5/24/2016,2
35254,YES,140,144,25.6,0.93294462,Sawtooth,2015,2445.31,2445.31,141,145,4,NA,Snake,052515MC12,5/25/2015,2
35277,YES,134,131,19.2,0.797970527,Sawtooth,2015,2434.93,2434.93,141,145,4,NA,Snake,052515MC13,5/25/2015,2
36650,YES,149,132,27.1,0.81923876,Sawtooth,2016,2243.8,2243.8,141,145,4,NA,Snake,052416MC2,5/24/2016,2
36726,YES,147,140,28.5,0.897207418,Sawtooth,2016,2399.02,2399.02,141,145,4,NA,Snake,052416MC5,5/24/2016,2
35186,NO,113,112,12.3,0.852451713,Wild,2015,1930,1930,141,145,4,NA,Wild,052515MC11,5/25/2015,2
36638,NO,123,117,18.1,0.972664913,Wild,2016,2012.6,2012.6,141,145,4,NA,Wild,052416MC2,5/24/2016,2
40943,NO,140,135,26.6,0.969387769,Wild,2018,2209.24,2209.24,141,145,4,NA,Wild,052518MC15,5/25/2018,2
36872,YES,132,130,21.517,0.935534764,Dworshak,2016,2260.72,2260.72,142,146,4,NA,Snake,052516MC12,5/25/2016,2
35282,YES,135,129,19.4,0.788497673,Lookingglass,2015,2234.11,2234.11,142,146,4,NA,Snake,052615MC14,5/26/2015,2
35450,YES,142,138,21.9,0.764854937,Lookingglass,2015,2385.11,2385.11,142,146,4,NA,Snake,052615MC20,5/26/2015,2
35281,YES,168,162,42.5,0.896315868,Lyons Ferry,2015,2465.37,2465.37,142,146,4,NA,Snake,052615MC14,5/26/2015,2
36821,YES,147,142,30.6,0.963317451,Pahsimeroi,2016,2409.79,2409.79,142,146,4,NA,Snake,052516MC9,5/25/2016,2
SBS268,YES,151,148,34.4,0.999142931,Rapid River,2018,2347.53,2347.53,142,146,4,NA,Snake,052618SBSMC20,5/26/2018,2
35367,YES,129,129,18.9,0.880425605,Sawtooth,2015,2321.57,2321.57,142,146,4,NA,Snake,052615MC18,5/26/2015,2
35295,NO,135,129,22.6,0.918559178,Wild,2015,2252.78,2252.78,142,146,4,NA,Wild,052615MC16,5/26/2015,2
36857,NO,142,135,26.7,0.932494418,Wild,2016,2294.77,2294.77,142,146,4,NA,Wild,052516MC11,5/25/2016,2
35591,YES,118,114,13.8,0.839910616,Dworshak,2015,2065,2065,143,147,4,NA,Snake,052715MC22,5/27/2015,2
37197,YES,143,141,27.18,0.929482773,Lookingglass,2016,2415.31,2415.31,143,147,4,NA,Snake,052616MC22,5/26/2016,2
37351,YES,151,146,31,0.900390392,Carson,2016,2551.35,2551.35,144,148,4,NA,Mid,052716MC28,5/27/2016,2
37389,YES,179,173,58.7,1.023479183,Rapid River,2016,2547.25,2547.25,144,148,4,NA,Snake,052716MC29,5/27/2016,2
37409,YES,163,160,41.9,0.967500561,Clearwater,2016,2657.9,2657.9,145,149,4,NA,Snake,052816MC30,5/28/2016,2
37540,YES,155,147,34.576,0.928495189,Clearwater,2016,2507.72,2507.72,145,149,4,NA,Snake,052816MC35,5/28/2016,2
37403,YES,145,140,27.804,0.912017678,Rapid River,2016,2426.77,2426.77,145,149,4,NA,Snake,052816MC30,5/28/2016,2
37432,NO,152,145,36.3,1.033655577,Wild,2016,2404,2404,145,149,4,NA,Wild,052816MC32,5/28/2016,2
37937,YES,150,139,31.5,0.933333333,Rapid River,2016,2589.85,2589.85,146,150,4,NA,Snake,052916MC41,5/29/2016,2
38240,YES,165,161,46.6,1.037370921,Pahsimeroi,2016,2502.71,2502.71,147,151,4,NA,Snake,053016MC45,5/30/2016,2
38154,YES,170,165,45,0.915937309,Rapid River,2016,2637.59,2637.59,147,151,4,NA,Snake,053016MC44,5/30/2016,2
38160,YES,170,165,49,0.997353959,Rapid River,2016,2698.72,2698.72,147,151,4,NA,Snake,053016MC44,5/30/2016,2
45034,YES,169.3627,165,55.5,1.142456511,Chief Joseph,2021,2752.4,NA,140,144,4,NA,Upper,052421MC15,5/24/2021,2
44539,YES,142.68878,139,26.2,0.90184485,Clearwater,2021,2520.1,NA,139,143,4,NA,Snake,052321MC3,5/23/2021,2
45033,YES,162.18126,158,44,1.031455904,Clearwater,2021,2667.6,NA,140,144,4,NA,Snake,052421MC15,5/24/2021,2
44568,YES,145.76654,142,33.6,1.08484008,Dworshak,2021,2298.2,NA,139,143,4,NA,Snake,052321MC3,5/23/2021,2
44431,YES,130,130,20,0.910332271,Leavenworth,2021,2174.3,NA,138,142,4,NA,Upper,052221MC2,5/22/2021,2
45067,YES,164,155,44.8,1.015655588,Little White Salmon,2021,2498.2,NA,141,145,4,NA,Mid,052521MC17,5/25/2021,2
44424,YES,135,132,21.8,0.886043763,Rapid River,2021,2186,NA,138,142,4,NA,Snake,052221MC2,5/22/2021,2
44472,YES,151,144,30.5,0.885867966,Rapid River,2021,1827.6,NA,139,143,4,NA,Snake,052321MC3,5/23/2021,2
44506,YES,152,152,37,1.053588351,Rapid River,2021,2564.6,NA,139,143,4,NA,Snake,052321MC3,5/23/2021,2
44509,YES,167,161,42.2,0.9060727,Rapid River,2021,2513.1,NA,139,143,4,NA,Snake,052321MC3,5/23/2021,2
44569,YES,146.79246,143,33.6,1.062253111,Rapid River,2021,2240.3,NA,139,143,4,NA,Snake,052321MC3,5/23/2021,2
44405,YES,144,137,25,0.837244942,Sawtooth,2021,2355.9,NA,138,142,4,NA,Snake,052221MC2,5/22/2021,2
44414,YES,148,147,30.5,0.94083766,Sawtooth,2021,2338.3,NA,138,142,4,NA,Snake,052221MC2,5/22/2021,2
44419,YES,150,146,31,0.918518519,Sawtooth,2021,2432.9,NA,138,142,4,NA,Snake,052221MC2,5/22/2021,2
44563,YES,133.4555,130,23.6,0.992893299,Rapid River,2021,2351,2321.494,138,143,5.269,5.6,Snake,052321MC3,5/23/2021,3
44535,YES,133.4555,130,25.9,1.08965829,Winthrop,2021,2391.7,2358.468,138,143,5.035,6.6,Upper,052321MC3,5/23/2021,3
45081,YES,189,180,60.7,0.899090242,Little White Salmon,2021,3163,3121.765,140,145,5.029,8.2,Mid,052521MC17,5/25/2021,3
45219,YES,166.28494,162,54.5,1.185325829,Little White Salmon,2021,2402.9,2263.005,108,145,36.517,3.831,Mid,052521MC20,5/25/2021,3
45035,YES,148.8443,145,36.5,1.106869041,Sawtooth,2021,2576.4,2542.008,138,144,5.563,6.182,Snake,052421MC15,5/24/2021,3
45738,NO,156.02574,152,48.9,1.287419609,Wild,2021,2383.8,2367.72,140,146,5.527,2.909,Wild,052621MC28,5/26/2021,3
44776,YES,138.5851,135,31.8,1.194751243,Leavenworth,2021,2281.5,2115.129,121,144,22.788,6.182,Upper,052421MC10,5/24/2021,3
42679,YES,128,125,22.3,1.063346826,Dworshak,2019,2244.09,1997,137,143,6,8.564,Snake,052319MC11,5/23/2019,3
44497,YES,158,152,36.2,0.917777315,McCall,2021,2589.9,2532.893,137,143,5.897,9.667,Snake,052321MC3,5/23/2021,3
41023,YES,173,167,59.1,1.141429678,Rapid River,2018,2547.75,2524.268433,140,146,6,3.9135945,Snake,052618MC17,5/26/2018,3
37386,YES,146,144,27.3,0.877210997,Rapid River,2016,2305,2256.371308,142,148,6,8.104782,Snake,052716MC29,5/27/2016,3
37399,NO,118,113,16.3,0.992068276,Wild,2016,1920,1864.390244,143,149,6,9.268292667,Wild,052816MC30,5/28/2016,3
44538,NO,137.55918,134,29.2,1.121796622,Wild,2021,2365.1,2291.097,137,143,6.5,11.385,Wild,052321MC3,5/23/2021,3
45803,YES,188,175,76.8,1.155813305,Little White Salmon,2021,2704.3,NA,NA,146,NA,NA,Mid,052621MC30,5/26/2021,3
42633,YES,151,146,38.4,1.115322336,Leavenworth,2019,2672,2546,136,143,7,7.088571429,Upper,052319MC10,5/23/2019,3
36657,YES,155,151,34.4,0.923768964,Clearwater,2016,2473.98,2428.483841,138,145,7,6.499451286,Snake,052416MC2,5/24/2016,3
38291,YES,155,150,40.9,1.098318325,Rapid River,2016,2279,2211.796184,144,151,7,9.600545143,Snake,053016MC46,5/30/2016,3
38169,YES,166,158,48.4,1.058086349,Rapid River,2016,2461.96,2388.1012,144,151,7,10.55125714,Snake,053016MC44,5/30/2016,3
44717,YES,151.92206,148,35.3,1.006728061,Carson,2021,2242.4,2157.484,135,143,8.387,10.125,Mid,052321MC9,5/23/2021,3
44518,YES,150.89614,147,36.2,1.053596182,Clearwater,2021,2546.7,2468.136,135,143,8.163,9.625,Snake,052321MC3,5/23/2021,3
39937,NO,110,105,12.9,0.969196065,Wild,2017,1901.3,1844.965185,136,144,8,7.041851875,Wild,052417MC15,5/24/2017,3
45450,YES,169,163,47.4,0.982015272,Little White Salmon,2021,2533.4,2463.732,137,145,8.445,8.25,Mid,052521MC22,5/25/2021,3
36660,YES,141,136,29,1.034524213,Dworshak,2016,2236,2172.520202,137,145,8,7.935,Snake,052416MC2,5/24/2016,3
45631,YES,156.02574,152,41,1.07943154,Little White Salmon,2021,2653.1,2582.212,138,146,8.34,8.5,Mid,052621MC26,5/26/2021,3
40059,YES,151,147,38.5,1.118226777,Carson,2017,2300,2246.271339,138,146,8,6.716082625,Mid,052617MC27,5/26/2017,3
37310,YES,162,160,44.8,1.053738779,Rapid River,2016,2556.86,2497.12028,140,148,8,7.467465,Snake,052716MC27,5/27/2016,3
44998,YES,155,153,35.1,0.942566506,Little White Salmon,2021,2513.5,2497.985,135,144,8.792,1.765,Mid,052421MC15,5/24/2021,3
44584,YES,152.94798,149,35.4,0.989400314,Dworshak,2021,2511.7,2460.178,133,143,9.66,5.333,Snake,052321MC7,5/23/2021,3
